text,label,language,source
तपाईंको Amazon खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://bit.ly/nep-secure-login मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको eSewa खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://नक्कली-लिङ्क.कम मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Ministry of Labour बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
तपाईंको NIC Asia Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank अर्डर #71467 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Rastriya Banijya Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://short.url/verify-account मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #22861 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Gyapu बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको eSewa अर्डर #59854 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Amazon अर्डर #31205 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Department of Passports सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Ministry of Labour केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Instagram पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://short.url/verify-account मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Rastriya Banijya Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको IME Pay एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Global IME Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Instagram एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको अस्पताल अर्डर #68782 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको IME Pay सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Ministry of Labour खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://bit.ly/nep-secure-login मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको IME Pay अर्डर #79758 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको LinkedIn सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Gyapu केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #13157 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको eSewa अर्डर #23014 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
चेतावनी: तपाईंको Nabil Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://short.url/verify-account मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको eSewa सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Rastriya Banijya Bank बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Nabil Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://bit.ly/nep-secure-login मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Nabil Bank बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको eSewa केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank बिल भुक्तानीको लागि धन्यवाद। विवरण संलग्न छ।,Safe,NP,chatgpt
तपाईंको NIC Asia Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Daraz बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको Khalti बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Sanima Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Traffic Police खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै [लिङ्क] मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sanima Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Gyapu अर्डर #95586 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Rastriya Banijya Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको NIC Asia Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Amazon केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Department of Passports पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://short.url/verify-account मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Department of Passports एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको eSewa पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Amazon एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Ministry of Labour सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Facebook कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
"बधाई छ! तपाईंले LinkedIn बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Sanima Bank अर्डर #26093 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले LinkedIn बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Nepal Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Rastriya Banijya Bank बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
चेतावनी: तपाईंको Siddhartha Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://short.url/verify-account मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Gyapu सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Gyapu केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://short.url/verify-account मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले LinkedIn बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
चेतावनी: तपाईंको Rastriya Banijya Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Facebook सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Internal Revenue Department मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको LinkedIn पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै [लिङ्क] मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको कार्यालय बिल भुक्तानीको लागि धन्यवाद। विवरण संलग्न छ।,Safe,NP,chatgpt
तपाईंको Rastriya Banijya Bank पासवर्ड सफलतापूर्वक परिवर्तन भयो।,Safe,NP,chatgpt
तपाईंको Rastriya Banijya Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Khalti एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Nabil Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Sanima Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको LinkedIn कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको WhatsApp मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Daraz खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://नक्कली-लिङ्क.कम मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Department of Passports कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Rastriya Banijya Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://नक्कली-लिङ्क.कम मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Nepal Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Khalti केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै [लिङ्क] मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank पासवर्ड सफलतापूर्वक परिवर्तन भयो।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Internal Revenue Department बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Sanima Bank बिल भुक्तानीको लागि धन्यवाद। विवरण संलग्न छ।,Safe,NP,chatgpt
तपाईंको Department of Passports खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #83526 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको eSewa अपोइन्टमेन्ट भोलि दिउँसो २ बजेको लागि तय गरिएको छ।,Safe,NP,chatgpt
तपाईंको Khalti सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Ministry of Labour एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Global IME Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Nabil Bank बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको Daraz सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
चेतावनी: तपाईंको LinkedIn एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://bit.ly/nep-secure-login मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Sanima Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://bit.ly/nep-secure-login मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Twitter केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #45412 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको NIC Asia Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://bit.ly/nep-secure-login मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank अर्डर #68933 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Department of Passports पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #53235 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Nabil Bank बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Sanima Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Nepal Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Sastodeal मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Sastodeal कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको WhatsApp एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Twitter केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://short.url/verify-account मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Traffic Police बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Sastodeal एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको LinkedIn एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Daraz बिल भुक्तानीको लागि धन्यवाद। विवरण संलग्न छ।,Safe,NP,chatgpt
तपाईंको eSewa कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
चेतावनी: तपाईंको LinkedIn एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Khalti बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Global IME Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै [लिङ्क] मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #79435 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Gyapu बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Daraz खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Department of Passports पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://नक्कली-लिङ्क.कम मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अपोइन्टमेन्ट भोलि दिउँसो २ बजेको लागि तय गरिएको छ।,Safe,NP,chatgpt
तपाईंको Traffic Police एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Nepal Bank बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
तपाईंको Ministry of Labour बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Rastriya Banijya Bank बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको Facebook केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको कार्यालय अर्डर #49996 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको eSewa मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
चेतावनी: तपाईंको Daraz एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Twitter एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://bit.ly/nep-secure-login मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Daraz केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको NIC Asia Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Traffic Police खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Gyapu मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको NIC Asia Bank अर्डर #46793 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Global IME Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://नक्कली-लिङ्क.कम मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nabil Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Global IME Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
